trans_id,translation,lang
STRATEGIE,Stratégie,fr
STRATEGIE,Krijgskunde,nl
STUYVENBERGH,Stuyvenbergh,fr
STUYVENBERGH,Stuyvenbergh,nl
SUEDE,Suède,fr
SUEDE,Zweden,nl
TAMARIS,Tamaris,fr
TAMARIS,Tamarisken,nl
TENREUKEN,Tenreuken,fr
TENREUKEN,Tenreuken,nl
TER MEEREN,Ter Meeren,fr
TER MEEREN,Ter Meeren,nl
TERCOIGNE,Tercoigne,fr
TERCOIGNE,Tercoigne,nl
TERDELT,Terdelt,fr
TERDELT,Terdelt,nl
TERVUREN STATION,Tervuren Station,fr
TERVUREN STATION,Tervuren Station,nl
THEVENET,Thévenet,fr
THEVENET,Thévenet,nl
THIEFFRY,Thieffry,fr
THIEFFRY,Thieffry,nl
THIRY-WOLUWE,Thiry-Woluwe,fr
THIRY-WOLUWE,Thiry-Woluwe,nl
THOMAS,Thomas,fr
THOMAS,Thomas,nl
THUMAS,Thumas,fr
THUMAS,Thumas,nl
THYM,Thym,fr
THYM,Tijm,nl
THYS,Thys,fr
THYS,Thys,nl
TILLEUL,Tilleul,fr
TILLEUL,Linde,nl
TIMMERMANS,Timmermans,fr
TIMMERMANS,Timmermans,nl
TIR AUX PIGEONS,Tir aux Pigeons,fr
TIR AUX PIGEONS,Duivenschieting,nl
TIRCHER,Tircher,fr
TIRCHER,Tircher,nl
TOMBERG,Tomberg,fr
TOMBERG,Tomberg,nl
TOULOUSE,Toulouse,fr
TOULOUSE,Toulouse,nl
TOUR ET TAXIS,Tour et Taxis,fr
TOUR ET TAXIS,Thurn en Taxis,nl
TOURNOI,Tournoi,fr
TOURNOI,Steekspel,nl
TRANSVAAL,Transvaal,fr
TRANSVAAL,Transvaal,nl
TRASSERSWEG,Trassersweg,fr
TRASSERSWEG,Trassersweg,nl
TREURENBERG,Treurenberg,fr
TREURENBERG,Treurenberg,nl
TREVES,Trêves,fr
TREVES,Trier,nl
TRIANGLE,Triangle,fr
TRIANGLE,Driehoek,nl
TRINITE,Trinité,fr
TRINITE,Drievuldigheid,nl
TRITOMAS,Tritomas,fr
TRITOMAS,Tritoma,nl
TROIS COULEURS,Trois Couleurs,fr
TROIS COULEURS,Drie Kleuren,nl
TROIS PERTUIS,Trois Pertuis,fr
TROIS PERTUIS,Driegaten,nl
TRONE,Trône,fr
TRONE,Troon,nl
TWEE LEEUWENWEG,Twee Leeuwenweg,fr
TWEE LEEUWENWEG,Twee Leeuwenweg,nl
TWYENINCK,Twyeninck,fr
TWYENINCK,Twyeninck,nl
UCCLE CALEVOET,Uccle Calevoet,fr
UCCLE CALEVOET,Ukkel Kalevoet,nl
UCCLE SPORT,Uccle Sport,fr
UCCLE SPORT,Ukkel Sport,nl
UCL SAINT-LUC,UCL Saint-Luc,fr
UCL SAINT-LUC,UCL Saint-Luc,nl
ULB,ULB,fr
ULB,ULB,nl
UNION,Union,fr
UNION,Union,nl
UZ BRUSSEL,UZ Brussel,fr
UZ BRUSSEL,UZ Brussel,nl
UZ-PEDIATRIE,UZ-Pédiatrie,fr
UZ-PEDIATRIE,UZ-Pediatrie,nl
UZ-VUB,UZ-VUB,fr
UZ-VUB,UZ-VUB,nl
VAL DES SEIGNEURS,Val des Seigneurs,fr
VAL DES SEIGNEURS,Herendal,nl
VAL MARIA,Val Maria,fr
VAL MARIA,Mariëndaal,nl
VALDUC,Valduc,fr
VALDUC,Hertogendal,nl
VALIDA,Valida,fr
VALIDA,Valida,nl
VAN BEETHOVEN,van Beethoven,fr
VAN BEETHOVEN,van Beethoven,nl
VAN BEVER,Van Bever,fr
VAN BEVER,Van Bever,nl
VAN CUTSEM,Van Cutsem,fr
VAN CUTSEM,Van Cutsem,nl
VAN EYCK,Van Eyck,fr
VAN EYCK,Van Eyck,nl
VAN HAELEN,Van Haelen,fr
VAN HAELEN,Van Haelen,nl
VAN KALKEN,van Kalken,fr
VAN KALKEN,van Kalken,nl
VAN PRAET,Van Praet,fr
VAN PRAET,Van Praet,nl
VAN ZANDE,Van Zande,fr
VAN ZANDE,Van Zande,nl
VANDENHOVEN,Vandenhoven,fr
VANDENHOVEN,Vandenhoven,nl
VANDER ELST,Vander Elst,fr
VANDER ELST,Vander Elst,nl
VANDER MEERSCHEN,Vander Meerschen,fr
VANDER MEERSCHEN,Vander Meerschen,nl
VANDERKINDERE,Vanderkindere,fr
VANDERKINDERE,Vanderkindere,nl
VANDERSTICHELEN,Vanderstichelen,fr
VANDERSTICHELEN,Vanderstichelen,nl
VANDERVELDE,Vandervelde,fr
VANDERVELDE,Vandervelde,nl
VANDROMME,Vandromme,fr
VANDROMME,Vandromme,nl
VANHELLEMONT,Vanhellemont,fr
VANHELLEMONT,Vanhellemont,nl
VANHUFFEL,Vanhuffel,fr
VANHUFFEL,Vanhuffel,nl
VANNE,Vanne,fr
VANNE,Verlaat,nl
VARIA,Varia,fr
VARIA,Varia,nl
VEEWEYDE,Veeweyde,fr
VEEWEYDE,Veeweide,nl
VERBEYST,Verbeyst,fr
VERBEYST,Verbeyst,nl
VERBOEKHOVEN,Verboekhoven,fr
VERBOEKHOVEN,Verboekhoven,nl
VEREMAN,Vereman,fr
VEREMAN,Vereman,nl
VERGER,Verger,fr
VERGER,Boomgaard,nl
VERGOTE,Vergote,fr
VERGOTE,Vergote,nl
VERHEYLEWEGHEN,Verheyleweghen,fr
VERHEYLEWEGHEN,Verheyleweghen,nl
VERREWINKEL,Verrewinkel,fr
VERREWINKEL,Verrewinkel,nl
VERSAILLES,Versailles,fr
VERSAILLES,Versailles,nl
VERT CHASSEUR,Vert Chasseur,fr
VERT CHASSEUR,Groene Jager,nl
VETERANS COLON.,Vétérans Coloniaux,fr
VETERANS COLON.,Koloniale Veteranen,nl
VETERINAIRES,Vétérinaires,fr
VETERINAIRES,Veeartsen,nl
VIADUC E40,Viaduc E40,fr
VIADUC E40,Viaduct E40,nl
VICTOR ALLARD,Victor Allard,fr
VICTOR ALLARD,Victor Allard,nl
VICTOR HUGO,Victor Hugo,fr
VICTOR HUGO,Victor Hugo,nl
VIER FONTEINEN,Vier Fonteinen,fr
VIER FONTEINEN,Vier Fonteinen,nl
VIER HUISKENS,Vier Huiskens,fr
VIER HUISKENS,Vier Huiskens,nl
VIEUX CHEMIN,Vieux Chemin,fr
VIEUX CHEMIN,Oude Weg,nl
VIGNETTE,Vignette,fr
VIGNETTE,Kleine Wijngaard,nl
VILLON,Villon,fr
VILLON,Villon,nl
VILVOORDE STATION,Vilvoorde Station,fr
VILVOORDE STATION,Vilvoorde Station,nl
VINCOTTE,Vinçotte,fr
VINCOTTE,Vinçotte,nl
VIOLETTES,Violettes,fr
VIOLETTES,Viooltjes,nl
VIVIER D'OIE,Vivier d'Oie,fr
VIVIER D'OIE,Diesdelle,nl
VLEURGAT,Vleurgat,fr
VLEURGAT,Vleurgat,nl
VLIERKENS,Vlierkens,fr
VLIERKENS,Vlierkens,nl
VOISINS,Voisins,fr
VOISINS,Geburen,nl
VOLTAIRE,Voltaire,fr
VOLTAIRE,Voltaire,nl
VOOT,Voot,fr
VOOT,Voot,nl
VTM,VTM,fr
VTM,VTM,nl
VUB,VUB,fr
VUB,VUB,nl
WAELHEM,Waelhem,fr
WAELHEM,Waelhem,nl
WAGON,Wagon,fr
WAGON,Wagen,nl
WAPPERS,Wappers,fr
WAPPERS,Wappers,nl
WASHINGTON,Washington,fr
WASHINGTON,Washington,nl
WATERLOO WILSON,Waterloo Wilson,fr
WATERLOO WILSON,Waterloo Wilson,nl
WATERMAEL GARE,Watermael Gare,fr
WATERMAEL GARE,Watermaal Station,nl
WAUTERS,Wauters,fr
WAUTERS,Wauters,nl
WAXWEILER,Waxweiler,fr
WAXWEILER,Waxweiler,nl
WERY,Wery,fr
WERY,Wery,nl
WESTLAND SHOPPING,Westland Shopping,fr
WESTLAND SHOPPING,Westland Shopping,nl
WIELS,Wiels,fr
WIELS,Wiels,nl
WIENER,Wiener,fr
WIENER,Wiener,nl
WILLEBROEK,Willebroek,fr
WILLEBROEK,Willebroek,nl
WILLEMYNS,Willemyns,fr
WILLEMYNS,Willemyns,nl
WINTEROY,Winteroy,fr
WINTEROY,Winteroy,nl
WITLOOF,Witloof,fr
WITLOOF,Witloof,nl
WOESTE,Woeste,fr
WOESTE,Woeste,nl
WOLUWE SHOPPING,Woluwe Shopping,fr
WOLUWE SHOPPING,Woluwe Shopping,nl
WOLVENDAEL,Wolvendael,fr
WOLVENDAEL,Wolvendael,nl
WTC,WTC,fr
WTC,WTC,nl
XAVIER DE BUE,Xavier de Bue,fr
XAVIER DE BUE,Xavier de Bue,nl
YPRES,Ypres,fr
YPRES,Ieper,nl
YSAYE,Ysaye,fr
YSAYE,Ysaye,nl
YSER,Yser,fr
YSER,IJzer,nl
ZAMAN-FOREST NAT.,Zaman-Forest National,fr
ZAMAN-FOREST NAT.,Zaman-Vorst Nationaal,nl
ZAVELPUT,Zavelput,fr
ZAVELPUT,Zavelput,nl
ZEECRABBE,Zeecrabbe,fr
ZEECRABBE,Zeecrabbe,nl
ZENOBE GRAMME,Zénobe Gramme,fr
ZENOBE GRAMME,Zénobe Gramme,nl
ZEPHYR,Zéphyr,fr
ZEPHYR,Westenwind,nl
ALBERT - GARE DE LINKEBEEK,ALBERT - GARE DE LINKEBEEK,fr
ALBERT - GARE DE LINKEBEEK,ALBERT - LINKEBEEK STATION,nl
AMBIORIX - UCCLE CALEVOET,AMBIORIX - UCCLE CALEVOET,fr
AMBIORIX - UCCLE CALEVOET,AMBIORIX - UKKEL KALEVOET,nl
ANNEESSENS - DECROLY,ANNEESSENS - DECROLY,fr
ANNEESSENS - DECROLY,ANNEESSENS - DECROLY,nl
BEAULIEU - HEILIGENBORRE,BEAULIEU - HEILIGENBORRE,fr
BEAULIEU - HEILIGENBORRE,BEAULIEU - HEILIGENBORRE,nl
BEEKKANT - ERASME,BEEKKANT - ERASME,fr
BEEKKANT - ERASME,BEEKKANT - ERASMUS,nl
BERCHEM STATION - DROGENBOS CHATEAU,BERCHEM STATION - DROGENBOS CHATEAU,fr
BERCHEM STATION - DROGENBOS CHATEAU,BERCHEM STATION - DROGENBOS KASTEEL,nl
BERCHEM STATION - HEYSEL,BERCHEM STATION - HEYSEL,fr
BERCHEM STATION - HEYSEL,BERCHEM STATION - HEIZEL,nl
BOONDAEL GARE - ROGIER,BOONDAEL GARE - ROGIER,fr
BOONDAEL GARE - ROGIER,BOONDAAL STATION - ROGIER,nl
BRABANCONNE - KONKEL,BRABANCONNE - KONKEL,fr
BRABANCONNE - KONKEL,BRABANCONNE - KONKEL,nl
BRUSSELS AIRPORT - BRUSSELS CITY,BRUSSELS AIRPORT - BRUSSELS CITY,fr
BRUSSELS AIRPORT - BRUSSELS CITY,BRUSSELS AIRPORT - BRUSSELS CITY,nl
CERIA - BON AIR,CERIA - BON AIR,fr
CERIA - BON AIR,CAMPUS COOVI - GOEDE LUCHT,nl
CERIA - HEROS,CERIA - HEROS,fr
CERIA - HEROS,COOVI - HELDEN,nl
DA VINCI - DROGENBOS CHATEAU,DA VINCI - DROGENBOS CHATEAU,fr
DA VINCI - DROGENBOS CHATEAU,DA VINCI - DROGENBOS KASTEEL,nl
DA VINCI - ROGIER,DA VINCI - ROGIER,fr
DA VINCI - ROGIER,DA VINCI - ROGIER,nl
DANSAERT - LOUISE,DANSAERT - LOUISE,fr
DANSAERT - LOUISE,DANSAERT - LOUIZA,nl
DE BROUCKERE - DELTA,DE BROUCKERE - DELTA,fr
DE BROUCKERE - DELTA,DE BROUCKERE - DELTA,nl
DE BROUCKERE - HOF TEN BERG,DE BROUCKERE - HOF TEN BERG,fr
DE BROUCKERE - HOF TEN BERG,DE BROUCKERE - HOF TEN BERG,nl
DE BROUCKERE - PEAGE,DE BROUCKERE - PEAGE,fr
DE BROUCKERE - PEAGE,DE BROUCKERE - TOL,nl
DE BROUCKERE - UZ-VUB,DE BROUCKERE - UZ-VUB,fr
DE BROUCKERE - UZ-VUB,DE BROUCKERE - UZ-VUB,nl
ERASME - HERRMANN-DEBROUX,ERASME - HERRMANN-DEBROUX,fr
ERASME - HERRMANN-DEBROUX,ERASMUS - HERRMANN-DEBROUX,nl
ESPLANADE - CHURCHILL,ESPLANADE - CHURCHILL,fr
ESPLANADE - CHURCHILL,ESPLANADE - CHURCHILL,nl
ETANGS NOIRS - UZ-VUB,ETANGS NOIRS - UZ-VUB,fr
ETANGS NOIRS - UZ-VUB,ZWARTE VIJVERS - UZ-VUB,nl
EUROCONTROL - CIMETIERE DE JETTE,EUROCONTROL - CIMETIERE DE JETTE,fr
EUROCONTROL - CIMETIERE DE JETTE,EUROCONTROL - KERKHOF VAN JETTE,nl
GARE CENTRALE - BERCHEM STATION,GARE CENTRALE - BERCHEM STATION,fr
GARE CENTRALE - BERCHEM STATION,CENTRAAL STATION - BERCHEM STATION,nl
GARE CENTRALE - BUDA BXL,GARE CENTRALE - BUDA BXL,fr
GARE CENTRALE - BUDA BXL,CENTRAAL STATION - BUDA BXL,nl
GARE CENTRALE - CARREFOUR STALLE,GARE CENTRALE - CARREFOUR STALLE,fr
GARE CENTRALE - CARREFOUR STALLE,CENTRAAL STATION - KRUISPUNT STALLE,nl
GARE CENTRALE - CIMETIERE DE BRUXELLES,GARE CENTRALE - CIMETIERE DE BRUXELLES,fr
GARE CENTRALE - CIMETIERE DE BRUXELLES,CENTRAAL STATION - BEGRAAFPLAATS VAN BRUSSEL,nl
GARE CENTRALE - FORT-JACO,GARE CENTRALE - FORT-JACO,fr
GARE CENTRALE - FORT-JACO,CENTRAAL STATION - FORT-JACO,nl
GARE CENTRALE - HEROS,GARE CENTRALE - HEROS,fr
GARE CENTRALE - HEROS,CENTRAAL STATION - HELDEN,nl
GARE CENTRALE - HERRMANN-DEBROUX,GARE CENTRALE - HERRMANN-DEBROUX,fr
GARE CENTRALE - HERRMANN-DEBROUX,CENTRAAL STATION - HERRMANN-DEBROUX,nl
GARE CENTRALE - HEYSEL,GARE CENTRALE - HEYSEL,fr
GARE CENTRALE - HEYSEL,CENTRAAL STATION - HEIZEL,nl
GARE CENTRALE - HOMBORCH,GARE CENTRALE - HOMBORCH,fr
GARE CENTRALE - HOMBORCH,CENTRAAL STATION - HOMBORCH,nl
GARE CENTRALE - KRAAINEM,GARE CENTRALE - KRAAINEM,fr
GARE CENTRALE - KRAAINEM,CENTRAAL STATION - KRAAINEM,nl
GARE CENTRALE - MACHELEN,GARE CENTRALE - MACHELEN,fr
GARE CENTRALE - MACHELEN,CENTRAAL STATION - MACHELEN,nl
GARE CENTRALE - MUSEE DU TRAM,GARE CENTRALE - MUSEE DU TRAM,fr
GARE CENTRALE - MUSEE DU TRAM,CENTRAAL STATION - TRAMMUSEUM,nl
GARE CENTRALE - WESTLAND SHOPPING,GARE CENTRALE - WESTLAND SHOPPING,fr
GARE CENTRALE - WESTLAND SHOPPING,CENTRAAL STATION - WESTLAND SHOPPING,nl
GARE CENTRALE - WIENER,GARE CENTRALE - WIENER,fr
GARE CENTRALE - WIENER,CENTRAAL STATION - WIENER,nl
GARE DE L'OUEST - STOCKEL,GARE DE L'OUEST - STOCKEL,fr
GARE DE L'OUEST - STOCKEL,WESTSTATION - STOKKEL,nl
GARE DU MIDI - LOT STATION,GARE DU MIDI - LOT STATION,fr
GARE DU MIDI - LOT STATION,ZUIDSTATION - LOT STATION,nl
GARE DU MIDI - PLEIADES,GARE DU MIDI - PLEIADES,fr
GARE DU MIDI - PLEIADES,ZUIDSTATION - PLEJADEN,nl
GARE DU MIDI - SIMONIS,GARE DU MIDI - SIMONIS,fr
GARE DU MIDI - SIMONIS,ZUIDSTATION - SIMONIS,nl
GARE DU NORD - HOPITAL MILITAIRE,GARE DU NORD - HOPITAL MILITAIRE,fr
GARE DU NORD - HOPITAL MILITAIRE,NOORDSTATION - MILITAIR HOSPITAAL,nl
GARE DU NORD - MONTGOMERY,GARE DU NORD - MONTGOMERY,fr
GARE DU NORD - MONTGOMERY,NOORDSTATION - MONTGOMERY,nl
GARE DU NORD - STALLE (P),GARE DU NORD - STALLE (P),fr
GARE DU NORD - STALLE (P),NOORDSTATION - STALLE (P),nl
GRAND-PLACE - WIENER,GRAND-PLACE - WIENER,fr
GRAND-PLACE - WIENER,GROTE MARKT - WIENER,nl
GROOT-BIJGAARDEN - DE WAND,GROOT-BIJGAARDEN - DE WAND,fr
GROOT-BIJGAARDEN - DE WAND,GROOT-BIJGAARDEN - DE WAND,nl
HEEMBEEK - VILVOORDE STATION,HEEMBEEK - VILVOORDE STATION,fr
HEEMBEEK - VILVOORDE STATION,HEEMBEEK - VILVOORDE STATION,nl
HEROS - TRANSVAAL,HEROS - TRANSVAAL,fr
HEROS - TRANSVAAL,HELDEN - TRANSVAAL,nl
HEYSEL - GARE DU NORD,HEYSEL - GARE DU NORD,fr
HEYSEL - GARE DU NORD,HEYSEL - NOORDSTATION,nl
HOPITAL ETTERBEEK-IXELLES - BORDET STATION,HOPITAL ETTERBEEK-IXELLES - BORDET STATION,fr
HOPITAL ETTERBEEK-IXELLES - BORDET STATION,ZIEKH. ETTERBEEK-ELSENE - BORDET STATION,nl
HUMANITE - GARE DU MIDI,HUMANITE - GARE DU MIDI,fr
HUMANITE - GARE DU MIDI,HUMANITEIT - ZUIDSTATION,nl
HUNDERENVELD - GARE DU NORD,HUNDERENVELD - GARE DU NORD,fr
HUNDERENVELD - GARE DU NORD,HUNDERENVELD - NOORDSTATION,nl
KRAAINEM - HIPPODROME,KRAAINEM - HIPPODROME,fr
KRAAINEM - HIPPODROME,KRAAINEM - HIPPODROOM,nl
KRAAINEM - OPPEM,KRAAINEM - OPPEM,fr
KRAAINEM - OPPEM,KRAAINEM - OPPEM,nl
KRAAINEM - SCHUMAN,KRAAINEM - SCHUMAN,fr
KRAAINEM - SCHUMAN,KRAAINEM - SCHUMAN,nl
LOUISE - DIEWEG,LOUISE - DIEWEG,fr
LOUISE - DIEWEG,LOUIZA - DIEWEG,nl
LOUISE - ROODEBEEK,LOUISE - ROODEBEEK,fr
LOUISE - ROODEBEEK,LOUIZA - ROODEBEEK,nl
MACHTENS - GARE CENTRALE,MACHTENS - GARE CENTRALE,fr
MACHTENS - GARE CENTRALE,MACHTENS - CENTRAAL STATION,nl
MAES - LUXEMBOURG,MAES - LUXEMBOURG,fr
MAES - LUXEMBOURG,MAES - LUXEMBURG,nl
MARIUS RENARD - MONTGOMERY,MARIUS RENARD - MONTGOMERY,fr
MARIUS RENARD - MONTGOMERY,MARIUS RENARD - MONTGOMERY,nl
MONTGOMERY - BAN-EIK,MONTGOMERY - BAN-EIK,fr
MONTGOMERY - BAN-EIK,MONTGOMERY - BAN-EIK,nl
MONTGOMERY - TERVUREN STATION,MONTGOMERY - TERVUREN STATION,fr
MONTGOMERY - TERVUREN STATION,MONTGOMERY - TERVUREN STATION,nl
MOORTEBEEK - GLIBERT,MOORTEBEEK - GLIBERT,fr
MOORTEBEEK - GLIBERT,MOORTEBEEK - GLIBERT,nl
OBSERVATOIRE - VIVIER D'OIE,OBSERVATOIRE - VIVIER D'OIE,fr
OBSERVATOIRE - VIVIER D'OIE,STERRENWACHT - DIESDELLE,nl
PETILLON - MEISER,PETILLON - MEISER,fr
PETILLON - MEISER,PETILLON - MEISER,nl
PORTE DE NAMUR - BORDET STATION,PORTE DE NAMUR - BORDET STATION,fr
PORTE DE NAMUR - BORDET STATION,NAAMSEPOORT - BORDET STATION,nl
PORTE DE NAMUR - HAREN,PORTE DE NAMUR - HAREN,fr
PORTE DE NAMUR - HAREN,NAAMSEPOORT - HAREN,nl
PORTE DE NAMUR - SAINTE-ANNE,PORTE DE NAMUR - SAINTE-ANNE,fr
PORTE DE NAMUR - SAINTE-ANNE,NAAMSEPOORT - SINT-ANNA,nl
PORTE DE NINOVE - GARE DU MIDI,PORTE DE NINOVE - GARE DU MIDI,fr
PORTE DE NINOVE - GARE DU MIDI,NINOOFSEPOORT - ZUIDSTATION,nl
ROI BAUDOUIN - ELISABETH,ROI BAUDOUIN - ELISABETH,fr
ROI BAUDOUIN - ELISABETH,KONING BOUDEWIJN - ELISABETH,nl
ROODEBEEK - SAINT-VINCENT,ROODEBEEK - SAINT-VINCENT,fr
ROODEBEEK - SAINT-VINCENT,ROODEBEEK - SINT-VINCENTIUS,nl
SCHAERBEEK GARE - FORT-JACO,SCHAERBEEK GARE - FORT-JACO,fr
SCHAERBEEK GARE - FORT-JACO,SCHAARBEEK STATION - FORT-JACO,nl
SCHAERBEEK GARE - JULES BORDET,SCHAERBEEK GARE - JULES BORDET,fr
SCHAERBEEK GARE - JULES BORDET,SCHAARBEEK STATION - JULES BORDET,nl
SCHUMAN - BUDA,SCHUMAN - BUDA,fr
SCHUMAN - BUDA,SCHUMAN - BUDA,nl
SCHUMAN - KONKEL,SCHUMAN - KONKEL,fr
SCHUMAN - KONKEL,SCHUMAN - KONKEL,nl
SIMONIS - ARBRE BALLON,SIMONIS - ARBRE BALLON,fr
SIMONIS - ARBRE BALLON,SIMONIS - DIKKE BEUK,nl
SIMONIS - BEEKKANT,SIMONIS - BEEKKANT,fr
SIMONIS - BEEKKANT,SIMONIS - BEEKKANT,nl
SIMONIS - ELISABETH,SIMONIS - ELISABETH,fr
SIMONIS - ELISABETH,SIMONIS - ELISABETH,nl
STADE - LEGRAND,STADE - LEGRAND,fr
STADE - LEGRAND,STADION - LEGRAND,nl
STADE - VAN HAELEN,STADE - VAN HAELEN,fr
STADE - VAN HAELEN,STADION - VAN HAELEN,nl
STOCKEL - BAN-EIK,STOCKEL - BAN-EIK,fr
STOCKEL - BAN-EIK,STOKKEL - BAN-EIK,nl
TRONE - FOREST (BERVOETS),TRONE - FOREST (BERVOETS),fr
TRONE - FOREST (BERVOETS),TROON - VORST (BERVOETS),nl
ULB - ADEPS,ULB - ADEPS,fr
ULB - ADEPS,ULB - ADEPS,nl
VANDERKINDERE - HEYSEL,VANDERKINDERE - HEYSEL,fr
VANDERKINDERE - HEYSEL,VANDERKINDERE - HEIZEL,nl
VIADUC E40 - ROODEBEEK,VIADUC E40 - ROODEBEEK,fr
VIADUC E40 - ROODEBEEK,VIADUCT E40 - ROODEBEEK,nl
VILVOORDE STATION - YSER,VILVOORDE STATION - YSER,fr
VILVOORDE STATION - YSER,VILVOORDE STATION - IJZER,nl
WESTLAND SHOPPING - BOCKSTAEL,WESTLAND SHOPPING - BOCKSTAEL,fr
WESTLAND SHOPPING - BOCKSTAEL,WESTLAND SHOPPING - BOCKSTAEL,nl
WESTLAND SHOPPING - HOPITAL MILITAIRE,WESTLAND SHOPPING - HOPITAL MILITAIRE,fr
WESTLAND SHOPPING - HOPITAL MILITAIRE,WESTLAND SHOPPING - MILITAIR HOSPITAAL,nl
4 - Boulevard Anspach,4 - Boulevard Anspach,fr
4 - Boulevard Anspach,4 - Anspachlaan,nl
2 - Place De Brouckère,2 - Place De Brouckère,fr
2 - Place De Brouckère,2 - De Brouckèreplein,nl
3 - Place De Brouckère,3 - Place De Brouckère,fr
3 - Place De Brouckère,3 - De Brouckèreplein,nl
1 - Place De Brouckère,1 - Place De Brouckère,fr
1 - Place De Brouckère,1 - De Brouckèreplein,nl
1 - Putterie,1 - Putterie,fr
1 - Putterie,1 - Putterij,nl
2 - Rue des Colonies,2 - Rue des Colonies,fr
2 - Rue des Colonies,2 - Koloniënstraat,nl
3 - Rue des Colonies,3 - Rue des Colonies,fr
3 - Rue des Colonies,3 - Koloniënstraat,nl
5 - Rue Montagne du Parc,5 - Rue Montagne du Parc,fr
5 - Rue Montagne du Parc,5 - Warandeberg,nl
6 - Putterie,6 - Putterie,fr
6 - Putterie,6 - Putterij,nl
1 - Rue Royale,1 - Rue Royale,fr
1 - Rue Royale,1 - Koningsstraat,nl
1 - Rue de la Loi,1 - Rue de la Loi,fr
1 - Rue de la Loi,1 - Wetstraat,nl
2 - Rue de la Loi,2 - Rue de la Loi,fr
2 - Rue de la Loi,2 - Wetstraat,nl
3 - Avenue des Arts,3 - Avenue des Arts,fr
3 - Avenue des Arts,3 - Kunstlaan,nl
4 - Avenue des Arts,4 - Avenue des Arts,fr
4 - Avenue des Arts,4 - Kunstlaan,nl
5 - Boulevard du Régent,5 - Boulevard du Régent,fr
5 - Boulevard du Régent,5 - Regentlaan,nl
6 - Boulevard du Régent,6 - Boulevard du Régent,fr
6 - Boulevard du Régent,6 - Regentlaan,nl
1 - Chaussée d'Etterbeek,1 - Chaussée d'Etterbeek,fr
1 - Chaussée d'Etterbeek,1 - Etterbeeksesteenweg,nl
3 - Rue de la Loi,3 - Rue de la Loi,fr
3 - Rue de la Loi,3 - Wetstraat,nl
4 - Rue Joseph II,4 - Rue Joseph II,fr
4 - Rue Joseph II,4 - Jozef II-straat,nl
5 - Rue de la Loi,5 - Rue de la Loi,fr
5 - Rue de la Loi,5 - Wetstraat,nl
3 - Rond-point Schuman,3 - Rond-point Schuman,fr
3 - Rond-point Schuman,3 - Robert Schumanplein,nl
2 - Rond-point Schuman,2 - Rond-point Schuman,fr
2 - Rond-point Schuman,2 - Robert Schumanplein,nl
1 - Avenue de l'Yser,1 - Avenue de l'Yser,fr
1 - Avenue de l'Yser,1 - IJzerlaan,nl
2 - Avenue de Tervuren,2 - Avenue de Tervuren,fr
2 - Avenue de Tervuren,2 - Tervurenlaan,nl
3 - Avenue des Celtes,3 - Avenue des Celtes,fr
3 - Avenue des Celtes,3 - Keltenlaan,nl
4 - Avenue des Gaulois,4 - Avenue des Gaulois,fr
4 - Avenue des Gaulois,4 - Galliërslaan,nl
7 - Square Princesse Jean de Mérode,7 - Square Princesse Jean de Mérode,fr
7 - Square Princesse Jean de Mérode,7 - Prinses Jean de Mérodeplein,nl
8 - Rue des Tongres,8 - Rue des Tongres,fr
8 - Rue des Tongres,8 - Tongerenstraat,nl
1 - Square Maréchal Montgomery,1 - Square Maréchal Montgomery,fr
1 - Square Maréchal Montgomery,1 - Maarschalk Montgomeryplein,nl
2 - Boulevard Saint-Michel,2 - Boulevard Saint-Michel,fr
2 - Boulevard Saint-Michel,2 - Sint-Michielslaan,nl
3 - Square Maréchal Montgomery,3 - Square Maréchal Montgomery,fr
3 - Square Maréchal Montgomery,3 - Maarschalk Montgomeryplein,nl
4 - Avenue de Tervuren,4 - Avenue de Tervuren,fr
4 - Avenue de Tervuren,4 - Tervurenlaan,nl
5 - Boulevard Brand Whitlock,5 - Boulevard Brand Whitlock,fr
5 - Boulevard Brand Whitlock,5 - Brand Whitlocklaan,nl
1 - Square Joséphine-Charlotte,1 - Square Joséphine-Charlotte,fr
1 - Square Joséphine-Charlotte,1 - Joséphine-Charlottesquare,nl
2 - Avenue de Woluwe-St-Lambert,2 - Avenue de Woluwe-St-Lambert,fr
2 - Avenue de Woluwe-St-Lambert,2 - Sint-Lambrechts-Woluwelaan,nl
3 - Avenue de Broqueville,3 - Avenue de Broqueville,fr
3 - Avenue de Broqueville,3 - de Broquevillelaan,nl
1 - Avenue du Roi Chevalier,1 - Avenue du Roi Chevalier,fr
1 - Avenue du Roi Chevalier,1 - Ridder Koninglaan,nl
2 - Avenue du Roi Chevalier,2 - Avenue du Roi Chevalier,fr
2 - Avenue du Roi Chevalier,2 - Ridder Koninglaan,nl
3 - Avenue Gribaumont,3 - Avenue Gribaumont,fr
3 - Avenue Gribaumont,3 - Louis Gribaumontlaan,nl
4 - Avenue Gribaumont,4 - Avenue Gribaumont,fr
4 - Avenue Gribaumont,4 - Louis Gribaumontlaan,nl
1 - Avenue Paul Hymans,1 - Avenue Paul Hymans,fr
1 - Avenue Paul Hymans,1 - Paul Hymanslaan,nl
2 - Avenue Paul Hymans,2 - Avenue Paul Hymans,fr
2 - Avenue Paul Hymans,2 - Paul Hymanslaan,nl
